mal_id,title,score,rank,popularity,members,episodes,year,type,status,genres,studios,source
44074,Shiguang Dailiren,8.72,57.0,557,450021,11.0,,ONA,Finished Airing,"Drama, Mystery, Suspense",LAN Studio,Original
48569,86 Part 2,8.72,55.0,403,598392,12.0,2021.0,TV,Finished Airing,"Action, Drama, Sci-Fi",A-1 Pictures,Light novel
59845,Kaoru Hana wa Rin to Saku,8.71,59.0,1064,251516,13.0,2025.0,TV,Currently Airing,"Drama, Romance",CloverWorks,Web manga
50172,Mob Psycho 100 III,8.71,61.0,268,804847,12.0,2022.0,TV,Finished Airing,"Action, Comedy, Supernatural",Bones,Web manga
47778,Kimetsu no Yaiba: Yuukaku-hen,8.71,60.0,74,1640705,11.0,2022.0,TV,Finished Airing,"Action, Supernatural",ufotable,Manga
53998,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,8.7,63.0,697,374153,13.0,2023.0,TV,Finished Airing,"Action, Adventure, Supernatural",Studio Pierrot,Manga
52215,Chi. Chikyuu no Undou ni Tsuite,8.7,64.0,1155,233868,25.0,2024.0,TV,Finished Airing,Drama,Madhouse,Manga
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,8.7,62.0,1340,198282,12.0,2017.0,TV,Finished Airing,Drama,Studio Deen,Manga
1575,Code Geass: Hangyaku no Lelouch,8.7,65.0,22,2395358,25.0,2006.0,TV,Finished Airing,"Action, Award Winning, Drama, Sci-Fi",Sunrise,Original
33352,Violet Evergarden,8.69,67.0,46,1927485,13.0,2018.0,TV,Finished Airing,Drama,Kyoto Animation,Light novel
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.69,66.0,924,288428,4.0,,OVA,Finished Airing,"Action, Drama, Romance",Studio Deen,Manga
21939,Mushishi Zoku Shou,8.68,69.0,839,319507,10.0,2014.0,TV,Finished Airing,"Adventure, Mystery, Slice of Life, Supernatural",Artland,Manga
245,Great Teacher Onizuka,8.68,70.0,220,890769,43.0,1999.0,TV,Finished Airing,Comedy,Studio Pierrot,Manga
40434,Mo Dao Zu Shi: Wanjie Pian,8.68,68.0,2413,92674,12.0,,ONA,Finished Airing,"Action, Adventure, Drama, Fantasy, Mystery",B.CMAY PICTURES,Web novel
59986,Grand Blue Season 2,8.67,72.0,1851,135411,12.0,2025.0,TV,Currently Airing,Comedy,"Zero-G, Liber",Manga
56784,Bleach: Sennen Kessen-hen - Soukoku-tan,8.67,71.0,1056,253735,14.0,2024.0,TV,Finished Airing,"Action, Adventure, Supernatural",Pierrot Films,Manga
5258,Hajime no Ippo: New Challenger,8.67,73.0,859,314498,26.0,2009.0,TV,Finished Airing,Sports,Madhouse,Manga
431,Howl no Ugoku Shiro,8.67,74.0,100,1442489,1.0,,Movie,Finished Airing,"Adventure, Award Winning, Drama, Fantasy, Romance",Studio Ghibli,Novel
164,Mononoke Hime,8.67,75.0,106,1341242,1.0,,Movie,Finished Airing,"Action, Adventure, Award Winning, Fantasy",Studio Ghibli,Original
58567,Ore dake Level Up na Ken Season 2: Arise from the Shadow,8.66,77.0,359,657250,13.0,2025.0,TV,Finished Airing,"Action, Adventure, Fantasy",A-1 Pictures,Web manga
57864,Monogatari Series: Off & Monster Season,8.66,76.0,2395,93572,14.0,,ONA,Finished Airing,"Comedy, Mystery, Supernatural",Shaft,Light novel
49413,Shiguang Dailiren II,8.65,79.0,1646,156124,12.0,,ONA,Finished Airing,"Drama, Mystery, Suspense",LAN Studio,Original
457,Mushishi,8.65,78.0,225,881980,26.0,2005.0,TV,Finished Airing,"Adventure, Mystery, Slice of Life, Supernatural",Artland,Manga
50399,Tian Guan Cifu Er,8.65,80.0,3127,59450,12.0,,ONA,Finished Airing,"Action, Adventure, Drama, Fantasy",Red Dog Culture House,Web novel
33050,Fate/stay night Movie: Heaven's Feel - III. Spring Song,8.64,85.0,669,388816,1.0,,Movie,Finished Airing,"Action, Fantasy",ufotable,Visual novel
2001,Tengen Toppa Gurren Lagann,8.64,83.0,67,1714512,27.0,2007.0,TV,Finished Airing,"Action, Adventure, Award Winning, Sci-Fi",Gainax,Original
46102,Odd Taxi,8.64,84.0,509,486975,13.0,2021.0,TV,Finished Airing,"Award Winning, Drama, Mystery, Suspense","OLM, P.I.C.S.",Original
23273,Shigatsu wa Kimi no Uso,8.64,81.0,24,2353832,22.0,2014.0,TV,Finished Airing,"Drama, Romance",A-1 Pictures,Manga
35760,Shingeki no Kyojin Season 3,8.64,82.0,18,2565773,12.0,2018.0,TV,Finished Airing,"Action, Drama, Suspense",Wit Studio,Manga
58125,Look Back,8.63,87.0,1392,190428,1.0,,Movie,Finished Airing,Drama,Studio DURIAN,Manga
49818,Guimi Zhi Zhu: Xiaochou Pian,8.63,86.0,1977,124483,13.0,,ONA,Finished Airing,"Action, Fantasy, Mystery, Suspense",B.CMAY PICTURES,Web novel
34599,Made in Abyss,8.63,88.0,91,1499206,13.0,2017.0,TV,Finished Airing,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus,Web manga
11665,Natsume Yuujinchou Shi,8.63,90.0,1032,261151,13.0,2012.0,TV,Finished Airing,"Slice of Life, Supernatural",Brain's Base,Manga
45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,8.63,89.0,164,1063604,12.0,2021.0,TV,Finished Airing,"Adventure, Drama, Fantasy, Ecchi",Studio Bind,Light novel
57647,Uma Musume: Pretty Derby - Shin Jidai no Tobira,8.62,93.0,4468,29977,1.0,,Movie,Finished Airing,Sports,CygamesPictures,Game
54898,Bungou Stray Dogs 5th Season,8.62,94.0,1136,237991,11.0,2023.0,TV,Finished Airing,"Action, Mystery",Bones,Manga
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,8.62,91.0,98,1448966,12.0,2020.0,TV,Finished Airing,"Comedy, Romance",A-1 Pictures,Manga
22135,Ping Pong the Animation,8.62,92.0,598,425189,11.0,2014.0,TV,Finished Airing,"Award Winning, Drama, Sports",Tatsunoko Production,Manga
1535,Death Note,8.62,95.0,2,4159819,37.0,2006.0,TV,Finished Airing,"Supernatural, Suspense",Madhouse,Manga
28891,Haikyuu!! Second Season,8.62,96.0,88,1525153,25.0,2015.0,TV,Finished Airing,Sports,Production I.G,Manga
52742,Haikyuu!! Movie: Gomisuteba no Kessen,8.61,98.0,1333,199202,1.0,,Movie,Finished Airing,Sports,Production I.G,Manga
34591,Natsume Yuujinchou Roku,8.61,102.0,1322,201214,11.0,2017.0,TV,Finished Airing,"Slice of Life, Supernatural",Shuka,Manga
42310,Cyberpunk: Edgerunners,8.61,97.0,197,952576,10.0,,ONA,Finished Airing,"Action, Sci-Fi",Trigger,Game
19647,Hajime no Ippo: Rising,8.61,99.0,928,287456,25.0,2013.0,TV,Finished Airing,Sports,"Madhouse, MAPPA",Manga
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,8.61,100.0,475,515297,1.0,,Movie,Finished Airing,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus,Web manga
41084,Made in Abyss: Retsujitsu no Ougonkyou,8.61,101.0,480,512678,12.0,2022.0,TV,Finished Airing,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus,Web manga
52701,Dungeon Meshi,8.6,104.0,473,515923,24.0,2024.0,TV,Finished Airing,"Adventure, Comedy, Fantasy, Gourmet",Trigger,Manga
4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,8.6,105.0,1166,231787,1.0,,Movie,Finished Airing,"Action, Sci-Fi",Gainax,Original
33,Kenpuu Denki Berserk,8.6,103.0,301,732815,25.0,1997.0,TV,Finished Airing,"Action, Adventure, Drama, Fantasy, Horror",OLM,Manga
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8.59,106.0,277,785133,1.0,,Movie,Finished Airing,"Drama, Romance, Supernatural",CloverWorks,Light novel
7311,Suzumiya Haruhi no Shoushitsu,8.59,107.0,375,636990,1.0,,Movie,Finished Airing,"Award Winning, Mystery, Sci-Fi, Supernatural",Kyoto Animation,Light novel
3786,Shin Evangelion Movie:||,8.58,108.0,630,408693,1.0,,Movie,Finished Airing,"Action, Award Winning, Drama, Sci-Fi, Suspense",Khara,Original
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.58,109.0,148,1116902,39.0,2018.0,TV,Finished Airing,"Action, Adventure",David Production,Manga
28957,Mushishi Zoku Shou: Suzu no Shizuku,8.58,110.0,1817,137700,1.0,,Movie,Finished Airing,"Adventure, Mystery, Slice of Life, Supernatural",Artland,Manga
55823,Natsume Yuujinchou Shichi,8.57,112.0,3341,52693,12.0,2024.0,TV,Finished Airing,"Slice of Life, Supernatural",Shuka,Manga
877,Nana,8.57,111.0,296,745338,47.0,2006.0,TV,Finished Airing,"Drama, Romance",Madhouse,Manga
52034,[Oshi no Ko],8.56,119.0,190,977549,11.0,2023.0,TV,Finished Airing,"Award Winning, Drama",Doga Kobo,Manga
32983,Natsume Yuujinchou Go,8.56,114.0,1323,201098,11.0,2016.0,TV,Finished Airing,"Slice of Life, Supernatural",Shuka,Manga
31757,Kizumonogatari II: Nekketsu-hen,8.56,113.0,524,475168,1.0,,Movie,Finished Airing,"Action, Mystery, Supernatural",Shaft,Light novel
12355,Ookami Kodomo no Ame to Yuki,8.56,116.0,245,851329,1.0,,Movie,Finished Airing,"Award Winning, Slice of Life, Supernatural",Studio Chizu,Original
10379,Natsume Yuujinchou San,8.56,115.0,1003,267682,13.0,2011.0,TV,Finished Airing,"Slice of Life, Supernatural",Brain's Base,Manga
16498,Shingeki no Kyojin,8.56,117.0,1,4218741,25.0,2013.0,TV,Finished Airing,"Action, Award Winning, Drama, Suspense",Wit Studio,Manga
49701,Doupo Cangqiong: San Nian Zhi Yue,8.56,120.0,6726,10815,13.0,,ONA,Finished Airing,"Action, Fantasy",Motion Magic,Novel
40776,Haikyuu!! To the Top Part 2,8.56,121.0,218,895049,12.0,2020.0,TV,Finished Airing,Sports,Production I.G,Manga
32,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",8.56,118.0,179,1003350,1.0,,Movie,Finished Airing,"Action, Avant Garde, Drama, Sci-Fi, Suspense","Gainax, Production I.G",Original
60543,Dandadan 2nd Season,8.55,122.0,734,357970,12.0,2025.0,TV,Currently Airing,"Action, Comedy, Supernatural",Science SARU,Manga
59636,Uma Musume: Cinderella Gray,8.55,128.0,3247,55342,13.0,2025.0,TV,Finished Airing,"Drama, Sports",CygamesPictures,Manga
55791,[Oshi no Ko] 2nd Season,8.55,129.0,539,463338,13.0,2024.0,TV,Finished Airing,Drama,Doga Kobo,Manga
28735,Shouwa Genroku Rakugo Shinjuu,8.55,126.0,882,307470,13.0,2016.0,TV,Finished Airing,Drama,Studio Deen,Manga
36098,Kimi no Suizou wo Tabetai,8.55,123.0,160,1067683,1.0,,Movie,Finished Airing,"Drama, Romance",Studio VOLN,Novel
7785,Yojouhan Shinwa Taikei,8.55,128.0,514,480964,11.0,2010.0,TV,Finished Airing,"Award Winning, Comedy, Mystery, Romance, Suspense",Madhouse,Novel
437,Perfect Blue,8.55,125.0,280,781768,1.0,,Movie,Finished Airing,"Avant Garde, Award Winning, Drama, Horror, Suspense",Madhouse,Novel
170,Slam Dunk,8.55,126.0,809,327661,101.0,1993.0,TV,Finished Airing,Sports,Toei Animation,Manga
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,8.55,123.0,71,1698050,1.0,,Movie,Finished Airing,"Action, Supernatural",ufotable,Manga
30484,Steins;Gate 0,8.54,131.0,207,928488,23.0,2018.0,TV,Finished Airing,"Drama, Sci-Fi, Suspense",White Fox,Visual novel
